START_DATE,MATCH_ID,PLAYER_ID,BATSMAN,RUNS,BALLS_FACED,STRIKE_RATE,FOURS,SIXS,OPPOSITION,GROUND
11-Dec-18,ODI # 4072,670025,Shimron Hetmyer,14,10,140,0,1, Bangladesh,Dhaka
14-Dec-18,ODI # 4073,670025,Shimron Hetmyer,0,6,0,0,0, Bangladesh,Sylhet
20-Feb-19,ODI # 4096,670025,Shimron Hetmyer,20,15,133.33,2,1, England,Bridgetown
22-Feb-19,ODI # 4097,670025,Shimron Hetmyer,104,83,125.3,7,4, England,Bridgetown
27-Feb-19,ODI # 4099,670025,Shimron Hetmyer,6,2,300,0,1, England,St George's
2-Mar-19,ODI # 4103,670025,Shimron Hetmyer,11,6,183.33,2,0, England,Gros Islet
24-Jun-16,ODI # 3754,446101,Shannon Gabriel,2,6,33.33,0,0, South Africa,Bridgetown
26-Jun-16,ODI # 3756,446101,Shannon Gabriel,1,1,100,0,0, Australia,Bridgetown
30-Sep-16,ODI # 3784,446101,Shannon Gabriel,2,8,25,0,0, Pakistan,Sharjah
5-Oct-16,ODI # 3789,446101,Shannon Gabriel,1,3,33.33,0,0, Pakistan,Abu Dhabi
16-Nov-16,ODI # 3805,446101,Shannon Gabriel,0,2,0,0,0, Sri Lanka,Harare
3-Mar-17,ODI # 3845,446101,Shannon Gabriel,0,4,0,0,0, England,North Sound
5-Mar-17,ODI # 3848,446101,Shannon Gabriel,1,2,50,0,0, England,North Sound
9-Jun-17,ODI # 3884,446101,Shannon Gabriel,2,5,40,0,0, Afghanistan,Gros Islet
23-Dec-17,ODI # 3944,446101,Shannon Gabriel,0,2,0,0,0, New Zealand,Christchurch
26-Dec-17,ODI # 3945,446101,Shannon Gabriel,12,20,60,1,0, New Zealand,Christchurch
27-Oct-18,ODI # 4062,670013,Fabian Allen,5,7,71.42,1,0, India,Pune
29-Oct-18,ODI # 4063,670013,Fabian Allen,10,17,58.82,1,0, India,Mumbai (BS)
1-Nov-18,ODI # 4064,670013,Fabian Allen,4,11,36.36,0,0, India,Thiruvananthapuram
14-Dec-18,ODI # 4073,670013,Fabian Allen,6,17,35.29,0,1, Bangladesh,Sylhet
13-May-19,ODI # 4134,670013,Fabian Allen,7,9,77.77,1,0, Bangladesh,Dublin (Malahide)
25-Jan-15,ODI # 3591,495551,Sheldon Cottrell,1,1,100,0,0, South Africa,Port Elizabeth
28-Jan-15,ODI # 3593,495551,Sheldon Cottrell,2,8,25,0,0, South Africa,Centurion
23-Dec-17,ODI # 3944,495551,Sheldon Cottrell,8,11,72.72,1,0, New Zealand,Christchurch
26-Dec-17,ODI # 3945,495551,Sheldon Cottrell,3,4,75,0,0, New Zealand,Christchurch
7-May-19,ODI # 4129,495551,Sheldon Cottrell,4,7,57.14,0,0, Bangladesh,Dublin
13-May-19,ODI # 4134,495551,Sheldon Cottrell,8,4,200,0,1, Bangladesh,Dublin (Malahide)
26-Jun-09,ODI # 2852,277472,Darren Bravo,19,16,118.75,2,0, India,Kingston
3-Jul-09,ODI # 2854,277472,Darren Bravo,21,15,140,3,0, India,Gros Islet
14-Mar-10,ODI # 2976,277472,Darren Bravo,14,35,40,1,0, Zimbabwe,Kingstown
13-Apr-10,ODI # 2977,277472,Darren Bravo,74,75,98.66,6,2, Canada,Kingston
15-Apr-10,ODI # 2978,277472,Darren Bravo,28,36,77.77,0,2, Ireland,Kingston
28-May-10,ODI # 2982,277472,Darren Bravo,1,6,16.66,0,0, South Africa,Roseau
30-May-10,ODI # 2984,277472,Darren Bravo,45,31,145.16,3,1, South Africa,Roseau
3-Jun-10,ODI # 2987,277472,Darren Bravo,17,47,36.17,0,0, South Africa,Port of Spain
31-Jan-11,ODI # 3092,277472,Darren Bravo,8,22,36.36,0,0, Sri Lanka,Colombo (SSC)
3-Feb-11,ODI # 3096,277472,Darren Bravo,39,64,60.93,0,3, Sri Lanka,Colombo (SSC)
6-Feb-11,ODI # 3099,277472,Darren Bravo,79,91,86.81,9,1, Sri Lanka,Colombo (SSC)
24-Feb-11,ODI # 3106,277472,Darren Bravo,73,82,89.02,8,1, South Africa,Delhi
28-Feb-11,ODI # 3112,277472,Darren Bravo,30,38,78.94,1,2, Netherlands,Delhi
4-Mar-11,ODI # 3118,277472,Darren Bravo,9,26,34.61,1,0, Bangladesh,Dhaka
11-Mar-11,ODI # 3126,277472,Darren Bravo,0,3,0,0,0, Ireland,Mohali
17-Mar-11,ODI # 3135,277472,Darren Bravo,5,15,33.33,1,0, England,Chennai
20-Mar-11,ODI # 3141,277472,Darren Bravo,22,29,75.86,1,1, India,Chennai
23-Mar-11,ODI # 3142,277472,Darren Bravo,0,3,0,0,0, Pakistan,Dhaka
23-Apr-11,ODI # 3152,277472,Darren Bravo,67,109,61.46,1,1, Pakistan,Gros Islet
25-Apr-11,ODI # 3153,277472,Darren Bravo,12,18,66.66,2,0, Pakistan,Gros Islet
28-Apr-11,ODI # 3154,277472,Darren Bravo,47,77,61.03,3,1, Pakistan,Bridgetown
2-May-11,ODI # 3155,277472,Darren Bravo,21,26,80.76,3,0, Pakistan,Bridgetown
6-Jun-11,ODI # 3159,277472,Darren Bravo,4,8,50,1,0, India,Port of Spain
13-Jun-11,ODI # 3162,277472,Darren Bravo,15,36,41.66,2,0, India,North Sound
16-Jun-11,ODI # 3163,277472,Darren Bravo,86,99,86.86,3,6, India,Kingston
13-Oct-11,ODI # 3198,277472,Darren Bravo,20,19,105.26,2,0, Bangladesh,Dhaka
15-Oct-11,ODI # 3200,277472,Darren Bravo,1,12,8.33,0,0, Bangladesh,Dhaka
18-Oct-11,ODI # 3202,277472,Darren Bravo,0,3,0,0,0, Bangladesh,Chattogram
29-Nov-11,ODI # 3217,277472,Darren Bravo,60,74,81.08,6,0, India,Cuttack
2-Dec-11,ODI # 3219,277472,Darren Bravo,13,17,76.47,2,0, India,Visakhapatnam
5-Dec-11,ODI # 3221,277472,Darren Bravo,26,41,63.41,2,0, India,Ahmedabad
16-Mar-12,ODI # 3262,277472,Darren Bravo,4,15,26.66,1,0, Australia,Kingstown
18-Mar-12,ODI # 3264,277472,Darren Bravo,16,28,57.14,3,0, Australia,Kingstown
20-Mar-12,ODI # 3266,277472,Darren Bravo,0,3,0,0,0, Australia,Kingstown
23-Mar-12,ODI # 3268,277472,Darren Bravo,25,50,50,3,0, Australia,Gros Islet
25-Mar-12,ODI # 3269,277472,Darren Bravo,3,21,14.28,0,0, Australia,Gros Islet
16-Jun-12,ODI # 3276,277472,Darren Bravo,8,13,61.53,1,0, England,Southampton
30-Nov-12,ODI # 3309,277472,Darren Bravo,35,41,85.36,4,1, Bangladesh,Khulna
2-Dec-12,ODI # 3310,277472,Darren Bravo,28,41,68.29,3,0, Bangladesh,Khulna
5-Dec-12,ODI # 3311,277472,Darren Bravo,13,23,56.52,2,0, Bangladesh,Dhaka
7-Dec-12,ODI # 3312,277472,Darren Bravo,34,61,55.73,3,0, Bangladesh,Dhaka
8-Dec-12,ODI # 3313,277472,Darren Bravo,51,108,47.22,3,1, Bangladesh,Dhaka
1-Feb-13,ODI # 3330,277472,Darren Bravo,11,25,44,1,0, Australia,Perth
3-Feb-13,ODI # 3331,277472,Darren Bravo,14,20,70,3,0, Australia,Perth
6-Feb-13,ODI # 3332,277472,Darren Bravo,86,96,89.58,7,1, Australia,Canberra
8-Feb-13,ODI # 3333,277472,Darren Bravo,4,16,25,1,0, Australia,Sydney
10-Feb-13,ODI # 3334,277472,Darren Bravo,33,50,66,3,0, Australia,Melbourne
22-Feb-13,ODI # 3337,277472,Darren Bravo,100,71,140.84,9,4, Zimbabwe,St George's
24-Feb-13,ODI # 3339,277472,Darren Bravo,0,2,0,0,0, Zimbabwe,St George's
26-Feb-13,ODI # 3340,277472,Darren Bravo,72,103,69.9,5,0, Zimbabwe,St George's
7-Jun-13,ODI # 3364,277472,Darren Bravo,0,4,0,0,0, Pakistan,The Oval
11-Jun-13,ODI # 3368,277472,Darren Bravo,35,83,42.16,2,0, India,The Oval
14-Jun-13,ODI # 3371,277472,Darren Bravo,12,7,171.42,2,0, South Africa,Cardiff
28-Jun-13,ODI # 3378,277472,Darren Bravo,27,30,90,4,0, Sri Lanka,Kingston
30-Jun-13,ODI # 3380,277472,Darren Bravo,55,78,70.51,5,1, India,Kingston
5-Jul-13,ODI # 3383,277472,Darren Bravo,1,7,14.28,0,0, India,Port of Spain
7-Jul-13,ODI # 3385,277472,Darren Bravo,70,84,83.33,4,1, Sri Lanka,Port of Spain
14-Jul-13,ODI # 3389,277472,Darren Bravo,5,18,27.77,1,0, Pakistan,Providence
16-Jul-13,ODI # 3390,277472,Darren Bravo,54,81,66.66,6,0, Pakistan,Providence
19-Jul-13,ODI # 3391,277472,Darren Bravo,17,40,42.5,2,0, Pakistan,Gros Islet
21-Jul-13,ODI # 3393,277472,Darren Bravo,9,18,50,1,0, Pakistan,Gros Islet
24-Jul-13,ODI # 3396,277472,Darren Bravo,9,21,42.85,1,0, Pakistan,Gros Islet
21-Nov-13,ODI # 3436,277472,Darren Bravo,59,77,76.62,4,2, India,Kochi
24-Nov-13,ODI # 3437,277472,Darren Bravo,50,54,92.59,8,0, India,Visakhapatnam
27-Nov-13,ODI # 3439,277472,Darren Bravo,51,53,96.22,4,2, India,Kanpur
26-Dec-13,ODI # 3449,277472,Darren Bravo,14,18,77.77,3,0, New Zealand,Auckland
23-Feb-14,ODI # 3472,277472,Darren Bravo,1,9,11.11,0,0, Ireland,Kingston
28-Feb-14,ODI # 3477,277472,Darren Bravo,2,12,16.66,0,0, England,North Sound
2-Mar-14,ODI # 3480,277472,Darren Bravo,13,34,38.23,0,1, England,North Sound
5-Mar-14,ODI # 3484,277472,Darren Bravo,16,20,80,3,0, England,North Sound
20-Aug-14,ODI # 3509,277472,Darren Bravo,7,14,50,1,0, Bangladesh,St George's
22-Aug-14,ODI # 3511,277472,Darren Bravo,53,82,64.63,2,1, Bangladesh,St George's
25-Aug-14,ODI # 3514,277472,Darren Bravo,124,127,97.63,7,8, Bangladesh,Basseterre
8-Oct-14,ODI # 3531,277472,Darren Bravo,28,45,62.22,2,1, India,Kochi
11-Oct-14,ODI # 3533,277472,Darren Bravo,26,44,59.09,2,0, India,Delhi
17-Oct-14,ODI # 3535,277472,Darren Bravo,40,51,78.43,6,0, India,Dharamsala
21-Feb-15,ODI # 3608,277472,Darren Bravo,49,78,62.82,3,0, Pakistan,Christchurch
1-Nov-15,ODI # 3701,277472,Darren Bravo,38,58,65.51,3,1, Sri Lanka,Colombo (RPS)
4-Nov-15,ODI # 3702,277472,Darren Bravo,21,33,63.63,1,0, Sri Lanka,Colombo (RPS)
7-Nov-15,ODI # 3704,277472,Darren Bravo,4,7,57.14,0,0, Sri Lanka,Pallekele
3-Jun-16,ODI # 3739,277472,Darren Bravo,30,69,43.47,2,0, South Africa,Providence
5-Jun-16,ODI # 3740,277472,Darren Bravo,19,31,61.29,3,0, Australia,Providence
13-Jun-16,ODI # 3745,277472,Darren Bravo,39,63,61.9,3,1, Australia,Basseterre
15-Jun-16,ODI # 3747,277472,Darren Bravo,11,19,57.89,1,0, South Africa,Basseterre
21-Jun-16,ODI # 3752,277472,Darren Bravo,15,20,75,3,0, Australia,Bridgetown
24-Jun-16,ODI # 3754,277472,Darren Bravo,102,103,99.02,12,4, South Africa,Bridgetown
26-Jun-16,ODI # 3756,277472,Darren Bravo,6,20,30,1,0, Australia,Bridgetown
30-Sep-16,ODI # 3784,277472,Darren Bravo,12,28,42.85,0,0, Pakistan,Sharjah
2-Oct-16,ODI # 3788,277472,Darren Bravo,61,74,82.43,5,3, Pakistan,Sharjah
5-Oct-16,ODI # 3789,277472,Darren Bravo,17,40,42.5,0,1, Pakistan,Abu Dhabi
9-Dec-18,ODI # 4071,277472,Darren Bravo,19,51,37.25,1,0, Bangladesh,Dhaka
11-Dec-18,ODI # 4072,277472,Darren Bravo,27,43,62.79,1,1, Bangladesh,Dhaka
14-Dec-18,ODI # 4073,277472,Darren Bravo,10,26,38.46,1,0, Bangladesh,Sylhet
20-Feb-19,ODI # 4096,277472,Darren Bravo,40,30,133.33,2,4, England,Bridgetown
22-Feb-19,ODI # 4097,277472,Darren Bravo,25,37,67.56,0,0, England,Bridgetown
27-Feb-19,ODI # 4099,277472,Darren Bravo,61,59,103.38,4,4, England,St George's
2-Mar-19,ODI # 4103,277472,Darren Bravo,7,14,50,1,0, England,Gros Islet
5-May-19,ODI # 4128,277472,Darren Bravo,9,7,128.57,1,0, Ireland,Dublin
7-May-19,ODI # 4129,277472,Darren Bravo,1,4,25,0,0, Bangladesh,Dublin
11-May-19,ODI # 4132,277472,Darren Bravo,17,25,68,1,0, Ireland,Dublin (Malahide)
13-May-19,ODI # 4134,277472,Darren Bravo,6,13,46.15,1,0, Bangladesh,Dublin (Malahide)
17-May-19,ODI # 4137,277472,Darren Bravo,3,3,100,0,0, Bangladesh,Dublin (Malahide)
18-Oct-11,ODI # 3202,457249,Carlos Brathwaite,11,20,55,1,0, Bangladesh,Chattogram
21-Jan-15,ODI # 3587,457249,Carlos Brathwaite,4,10,40,0,0, South Africa,East London
25-Jan-15,ODI # 3591,457249,Carlos Brathwaite,11,14,78.57,0,1, South Africa,Port Elizabeth
28-Jan-15,ODI # 3593,457249,Carlos Brathwaite,1,9,11.11,0,0, South Africa,Centurion
1-Nov-15,ODI # 3701,457249,Carlos Brathwaite,9,6,150,0,1, Sri Lanka,Colombo (RPS)
4-Nov-15,ODI # 3702,457249,Carlos Brathwaite,17,13,130.76,1,1, Sri Lanka,Colombo (RPS)
7-Nov-15,ODI # 3704,457249,Carlos Brathwaite,18,13,138.46,3,0, Sri Lanka,Pallekele
3-Jun-16,ODI # 3739,457249,Carlos Brathwaite,8,14,57.14,1,0, South Africa,Providence
5-Jun-16,ODI # 3740,457249,Carlos Brathwaite,21,48,43.75,1,1, Australia,Providence
13-Jun-16,ODI # 3745,457249,Carlos Brathwaite,3,7,42.85,0,0, Australia,Basseterre
15-Jun-16,ODI # 3747,457249,Carlos Brathwaite,0,1,0,0,0, South Africa,Basseterre
21-Jun-16,ODI # 3752,457249,Carlos Brathwaite,7,6,116.66,1,0, Australia,Bridgetown
24-Jun-16,ODI # 3754,457249,Carlos Brathwaite,33,42,78.57,2,1, South Africa,Bridgetown
26-Jun-16,ODI # 3756,457249,Carlos Brathwaite,14,11,127.27,1,1, Australia,Bridgetown
30-Sep-16,ODI # 3784,457249,Carlos Brathwaite,15,16,93.75,0,2, Pakistan,Sharjah
2-Oct-16,ODI # 3788,457249,Carlos Brathwaite,14,11,127.27,2,0, Pakistan,Sharjah
16-Nov-16,ODI # 3805,457249,Carlos Brathwaite,14,13,107.69,1,0, Sri Lanka,Harare
19-Nov-16,ODI # 3806,457249,Carlos Brathwaite,9,5,180,0,1, Zimbabwe,Bulawayo
23-Nov-16,ODI # 3808,457249,Carlos Brathwaite,19,16,118.75,0,1, Sri Lanka,Bulawayo
3-Mar-17,ODI # 3845,457249,Carlos Brathwaite,12,12,100,1,0, England,North Sound
5-Mar-17,ODI # 3848,457249,Carlos Brathwaite,23,24,95.83,2,0, England,North Sound
9-Mar-17,ODI # 3849,457249,Carlos Brathwaite,7,23,30.43,0,0, England,Bridgetown
10-Mar-18,ODI # 3993,457249,Carlos Brathwaite,11,16,68.75,1,0, Ireland,Harare
15-Mar-18,ODI # 3997,457249,Carlos Brathwaite,4,5,80,1,0, Afghanistan,Harare
21-Mar-18,ODI # 4004,457249,Carlos Brathwaite,24,26,92.3,0,1, Scotland,Harare
25-Mar-18,ODI # 4007,457249,Carlos Brathwaite,14,10,140,1,1, Afghanistan,Harare
20-Feb-19,ODI # 4096,457249,Carlos Brathwaite,3,3,100,0,0, England,Bridgetown
22-Feb-19,ODI # 4097,457249,Carlos Brathwaite,13,22,59.09,0,1, England,Bridgetown
27-Feb-19,ODI # 4099,457249,Carlos Brathwaite,50,36,138.88,4,2, England,St George's
11-Sep-99,ODI # 1497,51880,Chris Gayle,1,8,12.5,0,0, India,Toronto
12-Sep-99,ODI # 1498,51880,Chris Gayle,15,22,68.18,3,0, India,Toronto
14-Sep-99,ODI # 1499,51880,Chris Gayle,7,22,31.81,1,0, India,Toronto
18-Sep-99,ODI # 1501,51880,Chris Gayle,6,15,40,1,0, Pakistan,Toronto
19-Sep-99,ODI # 1502,51880,Chris Gayle,0,1,0,0,0, Pakistan,Toronto
17-Oct-99,ODI # 1515,51880,Chris Gayle,7,18,38.88,0,0, Sri Lanka,Sharjah
19-Oct-99,ODI # 1517,51880,Chris Gayle,22,42,52.38,3,0, Pakistan,Sharjah
1-Apr-00,ODI # 1584,51880,Chris Gayle,4,12,33.33,0,0, Zimbabwe,Kingston
2-Apr-00,ODI # 1585,51880,Chris Gayle,58,45,128.88,5,1, Zimbabwe,Kingston
12-Apr-00,ODI # 1588,51880,Chris Gayle,15,13,115.38,1,0, Pakistan,Kingstown
16-Apr-00,ODI # 1592,51880,Chris Gayle,42,49,85.71,4,0, Pakistan,St George's
19-Apr-00,ODI # 1593,51880,Chris Gayle,8,16,50,0,0, Pakistan,Bridgetown
22-Apr-00,ODI # 1594,51880,Chris Gayle,33,35,94.28,4,0, Pakistan,Port of Spain
23-Apr-00,ODI # 1595,51880,Chris Gayle,0,2,0,0,0, Pakistan,Port of Spain
6-Jul-00,ODI # 1605,51880,Chris Gayle,41,86,47.67,6,0, Zimbabwe,Bristol
11-Jul-00,ODI # 1611,51880,Chris Gayle,6,13,46.15,1,0, Zimbabwe,Canterbury
15-Jul-00,ODI # 1615,51880,Chris Gayle,26,59,44.06,3,0, England,Chester-le-Street
16-Jul-00,ODI # 1616,51880,Chris Gayle,3,4,75,0,0, Zimbabwe,Chester-le-Street
20-Jul-00,ODI # 1618,51880,Chris Gayle,37,71,52.11,4,0, England,Nottingham
28-Apr-01,ODI # 1712,51880,Chris Gayle,27,34,79.41,4,0, South Africa,Kingston
2-May-01,ODI # 1713,51880,Chris Gayle,50,72,69.44,7,0, South Africa,St John's
5-May-01,ODI # 1714,51880,Chris Gayle,1,3,33.33,0,0, South Africa,St George's
6-May-01,ODI # 1715,51880,Chris Gayle,9,27,33.33,0,1, South Africa,St George's
9-May-01,ODI # 1716,51880,Chris Gayle,6,15,40,0,0, South Africa,Bridgetown
16-May-01,ODI # 1718,51880,Chris Gayle,28,39,71.79,5,0, South Africa,Kingstown
23-Jun-01,ODI # 1727,51880,Chris Gayle,53,76,69.73,7,0, Zimbabwe,Harare
30-Jun-01,ODI # 1731,51880,Chris Gayle,0,5,0,0,0, India,Bulawayo
1-Jul-01,ODI # 1732,51880,Chris Gayle,76,95,80,6,0, Zimbabwe,Bulawayo
4-Jul-01,ODI # 1733,51880,Chris Gayle,23,43,53.48,2,0, India,Harare
7-Jul-01,ODI # 1734,51880,Chris Gayle,43,45,95.55,8,0, India,Harare
15-Aug-01,ODI # 1745,51880,Chris Gayle,152,150,101.33,17,1, Kenya,Nairobi
18-Aug-01,ODI # 1746,51880,Chris Gayle,10,22,45.45,0,1, Kenya,Nairobi (Gym)
19-Aug-01,ODI # 1747,51880,Chris Gayle,70,70,100,9,2, Kenya,Nairobi (Gym)
9-Dec-01,ODI # 1777,51880,Chris Gayle,0,5,0,0,0, Zimbabwe,Colombo (SSC)
11-Dec-01,ODI # 1778,51880,Chris Gayle,21,32,65.62,3,0, Sri Lanka,Colombo (RPS)
15-Dec-01,ODI # 1780,51880,Chris Gayle,8,9,88.88,2,0, Sri Lanka,Kandy
16-Dec-01,ODI # 1781,51880,Chris Gayle,85,79,107.59,17,1, Zimbabwe,Kandy
19-Dec-01,ODI # 1782,51880,Chris Gayle,60,87,68.96,8,0, Sri Lanka,Colombo (RPS)
14-Feb-02,ODI # 1807,51880,Chris Gayle,50,53,94.33,10,0, Pakistan,Sharjah
15-Feb-02,ODI # 1808,51880,Chris Gayle,62,46,134.78,8,3, Pakistan,Sharjah
17-Feb-02,ODI # 1810,51880,Chris Gayle,19,17,111.76,4,0, Pakistan,Sharjah
29-May-02,ODI # 1836,51880,Chris Gayle,16,43,37.2,2,0, India,Bridgetown
1-Jun-02,ODI # 1837,51880,Chris Gayle,84,67,125.37,9,3, India,Port of Spain
2-Jun-02,ODI # 1838,51880,Chris Gayle,3,10,30,0,0, India,Port of Spain
8-Jun-02,ODI # 1840,51880,Chris Gayle,30,37,81.08,4,0, New Zealand,Gros Islet
9-Jun-02,ODI # 1841,51880,Chris Gayle,37,47,78.72,6,0, New Zealand,Gros Islet
12-Jun-02,ODI # 1843,51880,Chris Gayle,60,60,100,4,2, New Zealand,Port of Spain
16-Jun-02,ODI # 1845,51880,Chris Gayle,67,79,84.81,7,1, New Zealand,Kingstown
13-Sep-02,ODI # 1875,51880,Chris Gayle,49,55,89.09,8,1, South Africa,Colombo (SSC)
17-Sep-02,ODI # 1879,51880,Chris Gayle,33,42,78.57,4,2, Kenya,Colombo (SSC)
6-Nov-02,ODI # 1893,51880,Chris Gayle,7,15,46.66,1,0, India,Jamshedpur
9-Nov-02,ODI # 1894,51880,Chris Gayle,103,116,88.79,8,3, India,Nagpur
12-Nov-02,ODI # 1895,51880,Chris Gayle,72,68,105.88,12,2, India,Rajkot
15-Nov-02,ODI # 1896,51880,Chris Gayle,140,127,110.23,12,5, India,Ahmedabad
18-Nov-02,ODI # 1897,51880,Chris Gayle,101,107,94.39,10,3, India,Vadodara
21-Nov-02,ODI # 1898,51880,Chris Gayle,27,38,71.05,4,0, India,Jodhpur
24-Nov-02,ODI # 1900,51880,Chris Gayle,5,8,62.5,0,0, India,Vijayawada
29-Nov-02,ODI # 1904,51880,Chris Gayle,38,70,54.28,5,0, Bangladesh,Chittagong
2-Dec-02,ODI # 1909,51880,Chris Gayle,21,43,48.83,3,0, Bangladesh,Dhaka
3-Dec-02,ODI # 1910,51880,Chris Gayle,73,90,81.11,11,0, Bangladesh,Dhaka
9-Feb-03,ODI # 1942,51880,Chris Gayle,2,21,9.52,0,0, South Africa,Cape Town
13-Feb-03,ODI # 1949,51880,Chris Gayle,22,29,75.86,5,0, New Zealand,Port Elizabeth
18-Feb-03,ODI # 1956,51880,Chris Gayle,0,5,0,0,0, Bangladesh,Benoni
23-Feb-03,ODI # 1963,51880,Chris Gayle,8,13,61.53,1,0, Canada,Centurion
28-Feb-03,ODI # 1973,51880,Chris Gayle,55,76,72.36,8,0, Sri Lanka,Cape Town
4-Mar-03,ODI # 1981,51880,Chris Gayle,119,151,78.8,8,2, Kenya,Kimberley
17-May-03,ODI # 2011,51880,Chris Gayle,37,50,74,6,0, Australia,Kingston
18-May-03,ODI # 2013,51880,Chris Gayle,28,55,50.9,4,0, Australia,Kingston
21-May-03,ODI # 2016,51880,Chris Gayle,43,46,93.47,5,1, Australia,Gros Islet
24-May-03,ODI # 2018,51880,Chris Gayle,84,113,74.33,7,1, Australia,Port of Spain
25-May-03,ODI # 2019,51880,Chris Gayle,5,4,125,1,0, Australia,Port of Spain
30-May-03,ODI # 2020,51880,Chris Gayle,18,21,85.71,3,0, Australia,St George's
1-Jun-03,ODI # 2021,51880,Chris Gayle,60,68,88.23,8,0, Australia,St George's
7-Jun-03,ODI # 2022,51880,Chris Gayle,0,9,0,0,0, Sri Lanka,Bridgetown
8-Jun-03,ODI # 2023,51880,Chris Gayle,94,125,75.2,12,2, Sri Lanka,Bridgetown
11-Jun-03,ODI # 2024,51880,Chris Gayle,21,75,28,1,0, Sri Lanka,Kingstown
22-Nov-03,ODI # 2065,51880,Chris Gayle,153,160,95.62,19,2, Zimbabwe,Bulawayo
23-Nov-03,ODI # 2066,51880,Chris Gayle,8,15,53.33,1,0, Zimbabwe,Bulawayo
26-Nov-03,ODI # 2067,51880,Chris Gayle,61,112,54.46,7,0, Zimbabwe,Harare
29-Nov-03,ODI # 2069,51880,Chris Gayle,51,34,150,7,3, Zimbabwe,Harare
30-Nov-03,ODI # 2070,51880,Chris Gayle,112,75,149.33,17,2, Zimbabwe,Harare
25-Jan-04,ODI # 2088,51880,Chris Gayle,4,15,26.66,1,0, South Africa,Cape Town
28-Jan-04,ODI # 2090,51880,Chris Gayle,9,20,45,1,0, South Africa,Port Elizabeth
30-Jan-04,ODI # 2092,51880,Chris Gayle,1,16,6.25,0,0, South Africa,Durban
1-Feb-04,ODI # 2094,51880,Chris Gayle,26,22,118.18,2,2, South Africa,Centurion
4-Feb-04,ODI # 2096,51880,Chris Gayle,152,153,99.34,12,3, South Africa,Johannesburg
18-Apr-04,ODI # 2118,51880,Chris Gayle,2,17,11.76,0,0, England,Georgetown
24-Apr-04,ODI # 2121,51880,Chris Gayle,20,42,47.61,2,0, England,Port of Spain
1-May-04,ODI # 2125,51880,Chris Gayle,36,42,85.71,5,1, England,Gros Islet
2-May-04,ODI # 2126,51880,Chris Gayle,9,10,90,1,0, England,Gros Islet
5-May-04,ODI # 2127,51880,Chris Gayle,41,52,78.84,4,1, England,Bridgetown
15-May-04,ODI # 2128,51880,Chris Gayle,0,8,0,0,0, Bangladesh,Kingstown
16-May-04,ODI # 2129,51880,Chris Gayle,7,22,31.81,1,0, Bangladesh,Kingstown
26-Jun-04,ODI # 2134,51880,Chris Gayle,30,49,61.22,5,0, New Zealand,Birmingham
27-Jun-04,ODI # 2135,51880,Chris Gayle,60,90,66.66,9,0, England,Nottingham
1-Jul-04,ODI # 2137,51880,Chris Gayle,23,29,79.31,5,0, England,Leeds
3-Jul-04,ODI # 2138,51880,Chris Gayle,27,58,46.55,4,0, New Zealand,Cardiff
6-Jul-04,ODI # 2140,51880,Chris Gayle,132,165,80,12,1, England,Lord's
10-Jul-04,ODI # 2142,51880,Chris Gayle,4,13,30.76,0,0, New Zealand,Lord's
15-Sep-04,ODI # 2175,51880,Chris Gayle,99,132,75,6,0, Bangladesh,Southampton
18-Sep-04,ODI # 2178,51880,Chris Gayle,16,19,84.21,3,0, South Africa,The Oval
22-Sep-04,ODI # 2181,51880,Chris Gayle,1,8,12.5,0,0, Pakistan,Southampton
25-Sep-04,ODI # 2182,51880,Chris Gayle,23,33,69.69,5,0, England,The Oval
10-Jan-05,ODI # 2203,51880,Chris Gayle,1,9,11.11,0,0, Asia XI,Melbourne
14-Jan-05,ODI # 2204,51880,Chris Gayle,0,3,0,0,0, Australia,Melbourne
19-Jan-05,ODI # 2206,51880,Chris Gayle,82,99,82.82,7,0, Pakistan,Brisbane
21-Jan-05,ODI # 2208,51880,Chris Gayle,26,22,118.18,3,1, Australia,Brisbane
26-Jan-05,ODI # 2212,51880,Chris Gayle,2,11,18.18,0,0, Australia,Adelaide
28-Jan-05,ODI # 2213,51880,Chris Gayle,9,12,75,1,0, Pakistan,Adelaide
1-Feb-05,ODI # 2218,51880,Chris Gayle,0,3,0,0,0, Pakistan,Perth
7-May-05,ODI # 2241,51880,Chris Gayle,26,31,83.87,4,0, South Africa,Kingston
8-May-05,ODI # 2242,51880,Chris Gayle,11,15,73.33,2,0, South Africa,Kingston
11-May-05,ODI # 2243,51880,Chris Gayle,132,152,86.84,7,2, South Africa,Bridgetown
14-May-05,ODI # 2244,51880,Chris Gayle,3,5,60,0,0, South Africa,Port of Spain
15-May-05,ODI # 2245,51880,Chris Gayle,28,20,140,5,1, South Africa,Port of Spain
18-May-05,ODI # 2246,51880,Chris Gayle,22,21,104.76,5,0, Pakistan,Kingstown
21-May-05,ODI # 2247,51880,Chris Gayle,43,45,95.55,5,1, Pakistan,Gros Islet
22-May-05,ODI # 2248,51880,Chris Gayle,124,137,90.51,13,0, Pakistan,Gros Islet
7-Oct-05,ODI # 2283,51880,Chris Gayle,54,48,112.5,8,1, Australia,Melbourne (Docklands)
9-Oct-05,ODI # 2284,51880,Chris Gayle,0,2,0,0,0, Australia,Melbourne (Docklands)
