START_DATE,MATCH_ID,PLAYER_ID,BOWLER,OVERS,MAIDEN_BALLS,RUNS_GIVEN,WICKETS_TAKEN,ECONOMY,AVERAGE_BALL_SPEED,STRIKE_RATE,OPPOSITION,GROUND
1-Apr-17,ODI # 3858,550133,Mosaddek Hossain,3,0,13,0,4.33,,, Sri Lanka,Colombo (SSC)
17-May-17,ODI # 3868,550133,Mosaddek Hossain,3,0,7,0,2.33,,, New Zealand,Dublin
24-May-17,ODI # 3871,550133,Mosaddek Hossain,3,0,14,0,4.66,,, New Zealand,Dublin
1-Jun-17,ODI # 3875,550133,Mosaddek Hossain,7.2,0,47,0,6.4,,, England,The Oval
15-Jun-17,ODI # 3891,550133,Mosaddek Hossain,2,0,13,0,6.5,,, India,Birmingham
22-Jul-18,ODI # 4022,550133,Mosaddek Hossain,7,0,22,0,3.14,,, West Indies,Providence
25-Jul-18,ODI # 4023,550133,Mosaddek Hossain,4,0,31,0,7.75,,, West Indies,Providence
28-Jul-18,ODI # 4024,550133,Mosaddek Hossain,1,0,10,0,10,,, West Indies,Basseterre
20-Sep-18,ODI # 4041,550133,Mosaddek Hossain,4,0,18,0,4.5,,, Afghanistan,Abu Dhabi
15-May-19,ODI # 4136,550133,Mosaddek Hossain,8,0,32,0,4,,, Ireland,Dublin
17-May-19,ODI # 4137,550133,Mosaddek Hossain,2,0,9,0,4.5,,, West Indies,Dublin (Malahide)
15-Oct-17,ODI # 3923,629070,Mohammad Saifuddin,5,0,46,0,9.2,,, South Africa,Kimberley
19-Jan-18,ODI # 3959,629070,Mohammad Saifuddin,2,0,14,0,7,,, Sri Lanka,Dhaka
21-Oct-18,ODI # 4057,629070,Mohammad Saifuddin,7,1,29,0,4.14,,, Zimbabwe,Dhaka
13-Feb-19,ODI # 4093,629070,Mohammad Saifuddin,7,0,43,0,6.14,,, New Zealand,Napier
16-Feb-19,ODI # 4094,629070,Mohammad Saifuddin,6,0,44,0,7.33,,, New Zealand,Christchurch
17-May-19,ODI # 4137,629070,Mohammad Saifuddin,5,0,29,0,5.8,,, West Indies,Dublin (Malahide)
16-Jan-09,ODI # 2794,300619,Rubel Hossain,9,2,52,0,5.77,,, Sri Lanka,Dhaka
28-Jul-09,ODI # 2863,300619,Rubel Hossain,5,0,38,0,7.6,,, West Indies,Roseau
8-Jan-10,ODI # 2940,300619,Rubel Hossain,8,0,59,0,7.37,,, Sri Lanka,Dhaka
2-Mar-10,ODI # 2965,300619,Rubel Hossain,6,0,30,0,5,,, England,Dhaka
5-Mar-10,ODI # 2968,300619,Rubel Hossain,6,0,62,0,10.33,,, England,Chattogram
15-Jul-10,ODI # 3027,300619,Rubel Hossain,7,0,42,0,6,,, Ireland,Belfast
19-Feb-11,ODI # 3100,300619,Rubel Hossain,10,0,60,0,6,,, India,Dhaka
25-Feb-11,ODI # 3108,300619,Rubel Hossain,3,0,12,0,4,,, Ireland,Dhaka
4-Mar-11,ODI # 3118,300619,Rubel Hossain,1,0,12,0,12,,, West Indies,Dhaka
11-Apr-11,ODI # 3150,300619,Rubel Hossain,6,0,57,0,9.5,,, Australia,Dhaka
14-Aug-11,ODI # 3177,300619,Rubel Hossain,10,0,50,0,5,,, Zimbabwe,Harare
15-Oct-11,ODI # 3200,300619,Rubel Hossain,10,0,54,0,5.4,,, West Indies,Dhaka
5-Dec-12,ODI # 3311,300619,Rubel Hossain,5,0,42,0,8.4,,, West Indies,Dhaka
25-Mar-13,ODI # 3351,300619,Rubel Hossain,3,0,20,0,6.66,,, Sri Lanka,Hambantota
31-Oct-13,ODI # 3426,300619,Rubel Hossain,9,1,47,0,5.22,,, New Zealand,Dhaka
6-Mar-14,ODI # 3485,300619,Rubel Hossain,6,0,25,0,4.16,,, Sri Lanka,Dhaka
21-Nov-14,ODI # 3550,300619,Rubel Hossain,3,0,14,0,4.66,,, Zimbabwe,Chattogram
23-Nov-14,ODI # 3552,300619,Rubel Hossain,6,1,28,0,4.66,,, Zimbabwe,Chattogram
5-Mar-15,ODI # 3624,300619,Rubel Hossain,8,0,60,0,7.5,,, Scotland,Nelson
18-Jun-15,ODI # 3658,300619,Rubel Hossain,6,0,36,0,6,,, India,Dhaka
24-Jun-15,ODI # 3661,300619,Rubel Hossain,9,0,75,0,8.33,,, India,Dhaka
28-Sep-16,ODI # 3783,300619,Rubel Hossain,3,0,24,0,8,,, Afghanistan,Dhaka
19-May-17,ODI # 3869,300619,Rubel Hossain,8,1,41,0,5.12,,, Ireland,Dublin (Malahide)
1-Jun-17,ODI # 3875,300619,Rubel Hossain,10,0,64,0,6.4,,, England,The Oval
15-Jun-17,ODI # 3891,300619,Rubel Hossain,6,0,46,0,7.66,,, India,Birmingham
15-Oct-17,ODI # 3923,300619,Rubel Hossain,6,0,37,0,6.16,,, South Africa,Kimberley
18-Feb-15,ODI # 3605,436677,Soumya Sarkar,3,0,13,0,4.33,,, Afghanistan,Canberra
13-Mar-15,ODI # 3634,436677,Soumya Sarkar,4,0,19,0,4.75,,, New Zealand,Hamilton
26-Dec-16,ODI # 3814,436677,Soumya Sarkar,4,0,25,0,6.25,,, New Zealand,Christchurch
1-Jun-17,ODI # 3875,436677,Soumya Sarkar,2,0,13,0,6.5,,, England,The Oval
26-Oct-18,ODI # 4061,436677,Soumya Sarkar,2,0,16,0,8,,, Zimbabwe,Chattogram
13-Feb-19,ODI # 4093,436677,Soumya Sarkar,1,0,8,0,8,,, New Zealand,Napier
16-Feb-19,ODI # 4094,436677,Soumya Sarkar,1,0,10,0,10,,, New Zealand,Christchurch
13-May-19,ODI # 4134,436677,Soumya Sarkar,2,0,15,0,7.5,,, West Indies,Dublin (Malahide)
21-Nov-14,ODI # 3550,373538,Sabbir Rahman,1,0,6,0,6,,, Zimbabwe,Chattogram
23-Nov-14,ODI # 3552,373538,Sabbir Rahman,3,0,14,0,4.66,,, Zimbabwe,Chattogram
26-Nov-14,ODI # 3553,373538,Sabbir Rahman,2,0,16,0,8,,, Zimbabwe,Dhaka
18-Feb-15,ODI # 3605,373538,Sabbir Rahman,1,0,4,0,4,,, Afghanistan,Canberra
26-Feb-15,ODI # 3615,373538,Sabbir Rahman,4,0,26,0,6.5,,, Sri Lanka,Melbourne
9-Mar-15,ODI # 3630,373538,Sabbir Rahman,2,0,13,0,6.5,,, England,Adelaide
13-Mar-15,ODI # 3634,373538,Sabbir Rahman,2,0,14,0,7,,, New Zealand,Hamilton
22-Apr-15,ODI # 3649,373538,Sabbir Rahman,2,0,17,0,8.5,,, Pakistan,Dhaka
10-Jul-15,ODI # 3663,373538,Sabbir Rahman,0.1,0,4,0,24,,, South Africa,Dhaka
28-Sep-16,ODI # 3783,373538,Sabbir Rahman,2,0,8,0,4,,, Afghanistan,Dhaka
31-Dec-16,ODI # 3816,373538,Sabbir Rahman,3,0,20,0,6.66,,, New Zealand,Nelson
15-Jun-17,ODI # 3891,373538,Sabbir Rahman,1.1,0,11,0,9.42,,, India,Birmingham
18-Oct-17,ODI # 3925,373538,Sabbir Rahman,1,0,11,0,11,,, South Africa,Paarl
22-Oct-17,ODI # 3929,373538,Sabbir Rahman,1,0,8,0,8,,, South Africa,East London
13-Feb-19,ODI # 4093,373538,Sabbir Rahman,7,0,41,0,5.85,,, New Zealand,Napier
16-Feb-19,ODI # 4094,373538,Sabbir Rahman,4,0,28,0,7,,, New Zealand,Christchurch
17-May-19,ODI # 4137,373538,Sabbir Rahman,2,0,12,0,6,,, West Indies,Dublin (Malahide)
20-Mar-08,ODI # 2694,56025,Mahmudullah,6,0,32,0,5.33,,, Ireland,Dhaka
8-Apr-08,ODI # 2696,56025,Mahmudullah,5,0,59,0,11.8,,, Pakistan,Lahore
11-Apr-08,ODI # 2698,56025,Mahmudullah,2,0,18,0,9,,, Pakistan,Faisalabad
16-Apr-08,ODI # 2702,56025,Mahmudullah,10,1,38,0,3.8,,, Pakistan,Multan
19-Apr-08,ODI # 2703,56025,Mahmudullah,6,0,44,0,7.33,,, Pakistan,Karachi
8-Jun-08,ODI # 2704,56025,Mahmudullah,7,0,39,0,5.57,,, Pakistan,Dhaka
12-Jun-08,ODI # 2706,56025,Mahmudullah,7,0,42,0,6,,, India,Dhaka
28-Jun-08,ODI # 2721,56025,Mahmudullah,6,0,35,0,5.83,,, India,Karachi
30-Jun-08,ODI # 2726,56025,Mahmudullah,8,0,43,0,5.37,,, Sri Lanka,Karachi
4-Jul-08,ODI # 2733,56025,Mahmudullah,2,0,15,0,7.5,,, Pakistan,Karachi
6-Sep-08,ODI # 2762,56025,Mahmudullah,4,0,15,0,3.75,,, Australia,Darwin
9-Oct-08,ODI # 2763,56025,Mahmudullah,2,0,8,0,4,,, New Zealand,Dhaka
14-Jan-09,ODI # 2793,56025,Mahmudullah,2,0,13,0,6.5,,, Sri Lanka,Dhaka
21-Jan-09,ODI # 2799,56025,Mahmudullah,3,0,12,0,4,,, Zimbabwe,Dhaka
28-Jul-09,ODI # 2863,56025,Mahmudullah,9,1,46,0,5.11,,, West Indies,Roseau
14-Aug-09,ODI # 2872,56025,Mahmudullah,2,0,14,0,7,,, Zimbabwe,Bulawayo
16-Aug-09,ODI # 2873,56025,Mahmudullah,6,0,32,0,5.33,,, Zimbabwe,Bulawayo
27-Oct-09,ODI # 2914,56025,Mahmudullah,1,0,6,0,6,,, Zimbabwe,Dhaka
29-Oct-09,ODI # 2916,56025,Mahmudullah,3.1,0,17,0,5.36,,, Zimbabwe,Dhaka
7-Jan-10,ODI # 2939,56025,Mahmudullah,7,0,38,0,5.42,,, India,Dhaka
8-Jan-10,ODI # 2940,56025,Mahmudullah,2,0,16,0,8,,, Sri Lanka,Dhaka
11-Jan-10,ODI # 2942,56025,Mahmudullah,1,0,10,0,10,,, India,Dhaka
5-Feb-10,ODI # 2949,56025,Mahmudullah,3,0,18,0,6,,, New Zealand,Napier
28-Feb-10,ODI # 2964,56025,Mahmudullah,8,0,44,0,5.5,,, England,Dhaka
5-Mar-10,ODI # 2968,56025,Mahmudullah,2,0,18,0,9,,, England,Chattogram
21-Jun-10,ODI # 2998,56025,Mahmudullah,7,0,52,0,7.42,,, Pakistan,Dambulla
8-Jul-10,ODI # 3018,56025,Mahmudullah,8,0,41,0,5.12,,, England,Nottingham
12-Jul-10,ODI # 3026,56025,Mahmudullah,3,0,15,0,5,,, England,Birmingham
15-Jul-10,ODI # 3027,56025,Mahmudullah,3,0,13,0,4.33,,, Ireland,Belfast
16-Jul-10,ODI # 3028,56025,Mahmudullah,3,0,20,0,6.66,,, Ireland,Belfast
5-Oct-10,ODI # 3051,56025,Mahmudullah,6,0,42,0,7,,, New Zealand,Dhaka
17-Oct-10,ODI # 3058,56025,Mahmudullah,7,0,18,0,2.57,,, New Zealand,Dhaka
9-Apr-11,ODI # 3149,56025,Mahmudullah,4,0,15,0,3.75,,, Australia,Dhaka
11-Apr-11,ODI # 3150,56025,Mahmudullah,1,0,9,0,9,,, Australia,Dhaka
13-Apr-11,ODI # 3151,56025,Mahmudullah,10,0,59,0,5.9,,, Australia,Dhaka
12-Aug-11,ODI # 3176,56025,Mahmudullah,4,1,19,0,4.75,,, Zimbabwe,Harare
11-Mar-12,ODI # 3258,56025,Mahmudullah,4,0,19,0,4.75,,, Pakistan,Dhaka
16-Mar-12,ODI # 3261,56025,Mahmudullah,4,0,24,0,6,,, India,Dhaka
20-Mar-12,ODI # 3265,56025,Mahmudullah,4,0,16,0,4,,, Sri Lanka,Dhaka
23-Mar-13,ODI # 3349,56025,Mahmudullah,1,0,8,0,8,,, Sri Lanka,Hambantota
3-May-13,ODI # 3353,56025,Mahmudullah,2,0,12,0,6,,, Zimbabwe,Bulawayo
5-May-13,ODI # 3354,56025,Mahmudullah,4,0,18,0,4.5,,, Zimbabwe,Bulawayo
31-Oct-13,ODI # 3426,56025,Mahmudullah,6,0,24,0,4,,, New Zealand,Dhaka
17-Feb-14,ODI # 3469,56025,Mahmudullah,4,0,26,0,6.5,,, Sri Lanka,Dhaka
20-Feb-14,ODI # 3470,56025,Mahmudullah,3,0,11,0,3.66,,, Sri Lanka,Dhaka
15-Jun-14,ODI # 3497,56025,Mahmudullah,2.5,0,26,0,9.17,,, India,Dhaka
19-Jun-14,ODI # 3499,56025,Mahmudullah,1,0,5,0,5,,, India,Dhaka
23-Nov-14,ODI # 3552,56025,Mahmudullah,2,0,12,0,6,,, Zimbabwe,Chattogram
28-Nov-14,ODI # 3555,56025,Mahmudullah,4,0,31,0,7.75,,, Zimbabwe,Dhaka
26-Feb-15,ODI # 3615,56025,Mahmudullah,7,0,49,0,7,,, Sri Lanka,Melbourne
5-Mar-15,ODI # 3624,56025,Mahmudullah,5,0,29,0,5.8,,, Scotland,Nelson
13-Mar-15,ODI # 3634,56025,Mahmudullah,3,0,22,0,7.33,,, New Zealand,Hamilton
19-Mar-15,ODI # 3641,56025,Mahmudullah,1,0,4,0,4,,, India,Melbourne
17-Apr-15,ODI # 3647,56025,Mahmudullah,2,0,7,0,3.5,,, Pakistan,Dhaka
19-Apr-15,ODI # 3648,56025,Mahmudullah,2,0,6,0,3,,, Pakistan,Dhaka
22-Apr-15,ODI # 3649,56025,Mahmudullah,2,0,9,0,4.5,,, Pakistan,Dhaka
10-Jul-15,ODI # 3663,56025,Mahmudullah,2,0,17,0,8.5,,, South Africa,Dhaka
25-Sep-16,ODI # 3781,56025,Mahmudullah,3,0,22,0,7.33,,, Afghanistan,Dhaka
7-Oct-16,ODI # 3791,56025,Mahmudullah,3,0,24,0,8,,, England,Dhaka
31-Dec-16,ODI # 3816,56025,Mahmudullah,1,0,6,0,6,,, New Zealand,Nelson
1-Apr-17,ODI # 3858,56025,Mahmudullah,1,0,5,0,5,,, Sri Lanka,Colombo (SSC)
17-May-17,ODI # 3868,56025,Mahmudullah,1,0,8,0,8,,, New Zealand,Dublin
19-May-17,ODI # 3869,56025,Mahmudullah,3,0,13,0,4.33,,, Ireland,Dublin (Malahide)
15-Jun-17,ODI # 3891,56025,Mahmudullah,1,0,10,0,10,,, India,Birmingham
15-Oct-17,ODI # 3923,56025,Mahmudullah,2,0,11,0,5.5,,, South Africa,Kimberley
18-Oct-17,ODI # 3925,56025,Mahmudullah,2,0,16,0,8,,, South Africa,Paarl
22-Oct-17,ODI # 3929,56025,Mahmudullah,3,0,33,0,11,,, South Africa,East London
27-Jan-18,ODI # 3967,56025,Mahmudullah,4,0,18,0,4.5,,, Sri Lanka,Dhaka
28-Jul-18,ODI # 4024,56025,Mahmudullah,2,0,20,0,10,,, West Indies,Basseterre
20-Sep-18,ODI # 4041,56025,Mahmudullah,2,0,5,0,2.5,,, Afghanistan,Abu Dhabi
26-Oct-18,ODI # 4061,56025,Mahmudullah,10,0,40,0,4,,, Zimbabwe,Chattogram
11-Dec-18,ODI # 4072,56025,Mahmudullah,1.4,0,12,0,7.2,,, West Indies,Dhaka
14-Dec-18,ODI # 4073,56025,Mahmudullah,3,0,14,0,4.66,,, West Indies,Sylhet
16-Feb-19,ODI # 4094,56025,Mahmudullah,3,0,25,0,8.33,,, New Zealand,Christchurch
20-Feb-19,ODI # 4095,56025,Mahmudullah,2,0,28,0,14,,, New Zealand,Dunedin
12-Mar-08,ODI # 2691,56194,Tamim Iqbal,0.1,0,6,0,36,,, South Africa,Dhaka
8-Jan-10,ODI # 2940,56194,Tamim Iqbal,0.5,0,7,0,8.4,,, Sri Lanka,Dhaka
15-Aug-06,ODI # 2404,56143,Shakib Al Hasan,8,0,28,0,3.5,,, Kenya,Nairobi (Gym)
7-Oct-06,ODI # 2423,56143,Shakib Al Hasan,2,0,23,0,11.5,,, Sri Lanka,Mohali
11-Oct-06,ODI # 2426,56143,Shakib Al Hasan,5,0,12,0,2.4,,, West Indies,Jaipur
5-Dec-06,ODI # 2459,56143,Shakib Al Hasan,10,0,40,0,4,,, Zimbabwe,Bogra
9-Dec-06,ODI # 2462,56143,Shakib Al Hasan,7,0,29,0,4.14,,, Zimbabwe,Dhaka
17-Mar-07,ODI # 2538,56143,Shakib Al Hasan,10,0,44,0,4.4,,, India,Port of Spain
31-Mar-07,ODI # 2559,56143,Shakib Al Hasan,0.5,0,14,0,16.8,,, Australia,North Sound
2-Apr-07,ODI # 2561,56143,Shakib Al Hasan,3,0,33,0,11,,, New Zealand,North Sound
11-Apr-07,ODI # 2568,56143,Shakib Al Hasan,6,0,19,0,3.16,,, England,Bridgetown
12-May-07,ODI # 2583,56143,Shakib Al Hasan,7,0,40,0,5.71,,, India,Dhaka
20-Jul-07,ODI # 2605,56143,Shakib Al Hasan,8,0,50,0,6.25,,, Sri Lanka,Colombo (PSS)
28-Dec-07,ODI # 2659,56143,Shakib Al Hasan,10,0,55,0,5.5,,, New Zealand,Napier
31-Dec-07,ODI # 2660,56143,Shakib Al Hasan,1,0,16,0,16,,, New Zealand,Queenstown
12-Mar-08,ODI # 2691,56143,Shakib Al Hasan,8,0,28,0,3.5,,, South Africa,Dhaka
14-Mar-08,ODI # 2692,56143,Shakib Al Hasan,9.2,1,47,0,5.03,,, South Africa,Dhaka
19-Apr-08,ODI # 2703,56143,Shakib Al Hasan,10,0,52,0,5.2,,, Pakistan,Karachi
6-Sep-08,ODI # 2762,56143,Shakib Al Hasan,10,0,25,0,2.5,,, Australia,Darwin
9-Nov-08,ODI # 2772,56143,Shakib Al Hasan,10,0,67,0,6.7,,, South Africa,Benoni
14-Jan-09,ODI # 2793,56143,Shakib Al Hasan,6,0,24,0,4,,, Sri Lanka,Dhaka
21-Jan-09,ODI # 2799,56143,Shakib Al Hasan,10,3,24,0,2.4,,, Zimbabwe,Dhaka
31-Jul-09,ODI # 2865,56143,Shakib Al Hasan,9.4,2,28,0,2.89,,, West Indies,Basseterre
16-Aug-09,ODI # 2873,56143,Shakib Al Hasan,9,0,70,0,7.77,,, Zimbabwe,Bulawayo
18-Aug-09,ODI # 2874,56143,Shakib Al Hasan,8,2,22,0,2.75,,, Zimbabwe,Bulawayo
27-Oct-09,ODI # 2914,56143,Shakib Al Hasan,10,0,49,0,4.9,,, Zimbabwe,Dhaka
31-Oct-09,ODI # 2917,56143,Shakib Al Hasan,7,1,32,0,4.57,,, Zimbabwe,Dhaka
4-Jan-10,ODI # 2937,56143,Shakib Al Hasan,10,0,43,0,4.3,,, Sri Lanka,Dhaka
8-Jan-10,ODI # 2940,56143,Shakib Al Hasan,8,2,27,0,3.37,,, Sri Lanka,Dhaka
8-Feb-10,ODI # 2951,56143,Shakib Al Hasan,3,0,13,0,4.33,,, New Zealand,Dunedin
12-Jul-10,ODI # 3026,56143,Shakib Al Hasan,10,0,75,0,7.5,,, England,Birmingham
4-Mar-11,ODI # 3118,56143,Shakib Al Hasan,0.2,0,1,0,3,,, West Indies,Dhaka
9-Apr-11,ODI # 3149,56143,Shakib Al Hasan,10,0,34,0,3.4,,, Australia,Dhaka
13-Apr-11,ODI # 3151,56143,Shakib Al Hasan,7,0,48,0,6.85,,, Australia,Dhaka
14-Aug-11,ODI # 3177,56143,Shakib Al Hasan,8,1,31,0,3.87,,, Zimbabwe,Harare
13-Oct-11,ODI # 3198,56143,Shakib Al Hasan,10,0,50,0,5,,, West Indies,Dhaka
16-Mar-12,ODI # 3261,56143,Shakib Al Hasan,10,0,63,0,6.3,,, India,Dhaka
3-May-13,ODI # 3353,56143,Shakib Al Hasan,3,0,27,0,9,,, Zimbabwe,Bulawayo
8-May-13,ODI # 3355,56143,Shakib Al Hasan,9,1,43,0,4.77,,, Zimbabwe,Bulawayo
6-Mar-14,ODI # 3485,56143,Shakib Al Hasan,10,0,27,0,2.7,,, Sri Lanka,Dhaka
26-Feb-15,ODI # 3615,56143,Shakib Al Hasan,10,0,55,0,5.5,,, Sri Lanka,Melbourne
9-Mar-15,ODI # 3630,56143,Shakib Al Hasan,10,0,41,0,4.1,,, England,Adelaide
21-Jun-15,ODI # 3660,56143,Shakib Al Hasan,7,0,33,0,4.71,,, India,Dhaka
10-Jul-15,ODI # 3663,56143,Shakib Al Hasan,5,1,27,0,5.4,,, South Africa,Dhaka
12-Jul-15,ODI # 3666,56143,Shakib Al Hasan,10,0,30,0,3,,, South Africa,Dhaka
1-Oct-16,ODI # 3786,56143,Shakib Al Hasan,6,0,34,0,5.66,,, Afghanistan,Dhaka
12-Oct-16,ODI # 3794,56143,Shakib Al Hasan,8,0,45,0,5.62,,, England,Chattogram
31-Dec-16,ODI # 3816,56143,Shakib Al Hasan,8,0,55,0,6.87,,, New Zealand,Nelson
28-Mar-17,ODI # 3856,56143,Shakib Al Hasan,10,0,59,0,5.9,,, Sri Lanka,Dambulla
1-Apr-17,ODI # 3858,56143,Shakib Al Hasan,8,0,41,0,5.12,,, Sri Lanka,Colombo (SSC)
17-May-17,ODI # 3868,56143,Shakib Al Hasan,10,1,50,0,5,,, New Zealand,Dublin
1-Jun-17,ODI # 3875,56143,Shakib Al Hasan,8,0,62,0,7.75,,, England,The Oval
9-Jun-17,ODI # 3883,56143,Shakib Al Hasan,10,0,52,0,5.2,,, New Zealand,Cardiff
15-Jun-17,ODI # 3891,56143,Shakib Al Hasan,9,0,54,0,6,,, India,Birmingham
15-Oct-17,ODI # 3923,56143,Shakib Al Hasan,8,0,48,0,6,,, South Africa,Kimberley
22-Oct-17,ODI # 3929,56143,Shakib Al Hasan,10,0,56,0,5.6,,, South Africa,East London
25-Jan-18,ODI # 3965,56143,Shakib Al Hasan,1,0,10,0,10,,, Sri Lanka,Dhaka
27-Jan-18,ODI # 3967,56143,Shakib Al Hasan,5,0,20,0,4,,, Sri Lanka,Dhaka
22-Jul-18,ODI # 4022,56143,Shakib Al Hasan,7,0,43,0,6.14,,, West Indies,Providence
28-Jul-18,ODI # 4024,56143,Shakib Al Hasan,10,0,45,0,4.5,,, West Indies,Basseterre
11-Dec-18,ODI # 4072,56143,Shakib Al Hasan,10,0,28,0,2.8,,, West Indies,Dhaka
15-May-19,ODI # 4136,56143,Shakib Al Hasan,9,0,65,0,7.22,,, Ireland,Dublin
26-Nov-01,ODI # 1775,56007,Mashrafe Mortaza,10,1,42,0,4.2,,, Zimbabwe,Dhaka
14-Feb-03,ODI # 1950,56007,Mashrafe Mortaza,5,0,38,0,7.6,,, Sri Lanka,Pietermaritzburg
9-Sep-03,ODI # 2041,56007,Mashrafe Mortaza,9,1,63,0,7,,, Pakistan,Multan
15-Sep-03,ODI # 2043,56007,Mashrafe Mortaza,5,1,29,0,5.8,,, Pakistan,Lahore
27-Dec-04,ODI # 2202,56007,Mashrafe Mortaza,10,0,60,0,6,,, India,Dhaka
24-Jan-05,ODI # 2210,56007,Mashrafe Mortaza,9,1,41,0,4.55,,, Zimbabwe,Chittagong
16-Jun-05,ODI # 2249,56007,Mashrafe Mortaza,6,1,33,0,5.5,,, England,The Oval
21-Jun-05,ODI # 2252,56007,Mashrafe Mortaza,10,0,71,0,7.1,,, England,Nottingham
25-Jun-05,ODI # 2254,56007,Mashrafe Mortaza,6,0,32,0,5.33,,, Australia,Manchester
26-Jun-05,ODI # 2255,56007,Mashrafe Mortaza,9,0,48,0,5.33,,, England,Leeds
17-Mar-06,ODI # 2350,56007,Mashrafe Mortaza,9,2,34,0,3.77,,, Kenya,Bogra
28-Apr-06,ODI # 2367,56007,Mashrafe Mortaza,4,1,17,0,4.25,,, Australia,Fatullah
2-Aug-06,ODI # 2394,56007,Mashrafe Mortaza,10,0,50,0,5,,, Zimbabwe,Harare
4-Aug-06,ODI # 2395,56007,Mashrafe Mortaza,6,0,24,0,4,,, Zimbabwe,Harare
11-Oct-06,ODI # 2426,56007,Mashrafe Mortaza,7,2,25,0,3.57,,, West Indies,Jaipur
30-Nov-06,ODI # 2453,56007,Mashrafe Mortaza,10,0,42,0,4.2,,, Zimbabwe,Khulna
6-Feb-07,ODI # 2511,56007,Mashrafe Mortaza,7,1,17,0,2.42,,, Zimbabwe,Harare
28-Feb-07,ODI # 2530,56007,Mashrafe Mortaza,9,1,42,0,4.66,,, Canada,St John's
21-Mar-07,ODI # 2546,56007,Mashrafe Mortaza,10,0,66,0,6.6,,, Sri Lanka,Port of Spain
31-Mar-07,ODI # 2559,56007,Mashrafe Mortaza,4,0,20,0,5,,, Australia,North Sound
2-Apr-07,ODI # 2561,56007,Mashrafe Mortaza,6,0,41,0,6.83,,, New Zealand,North Sound
7-Apr-07,ODI # 2564,56007,Mashrafe Mortaza,9,0,45,0,5,,, South Africa,Providence
11-Apr-07,ODI # 2568,56007,Mashrafe Mortaza,8.5,3,28,0,3.16,,, England,Bridgetown
10-Jun-07,ODI # 2589,56007,Mashrafe Mortaza,9,1,51,0,5.66,,, Africa XI,Chennai
26-Dec-07,ODI # 2658,56007,Mashrafe Mortaza,8,0,37,0,4.62,,, New Zealand,Auckland
31-Dec-07,ODI # 2660,56007,Mashrafe Mortaza,2,0,20,0,10,,, New Zealand,Queenstown
14-Mar-08,ODI # 2692,56007,Mashrafe Mortaza,4,0,18,0,4.5,,, South Africa,Dhaka
20-Mar-08,ODI # 2694,56007,Mashrafe Mortaza,7,0,37,0,5.28,,, Ireland,Dhaka
11-Apr-08,ODI # 2698,56007,Mashrafe Mortaza,5,0,31,0,6.2,,, Pakistan,Faisalabad
16-Apr-08,ODI # 2702,56007,Mashrafe Mortaza,5,0,30,0,6,,, Pakistan,Multan
12-Jun-08,ODI # 2706,56007,Mashrafe Mortaza,8,0,33,0,4.12,,, India,Dhaka
28-Jun-08,ODI # 2721,56007,Mashrafe Mortaza,9,0,55,0,6.11,,, India,Karachi
4-Jul-08,ODI # 2733,56007,Mashrafe Mortaza,3,0,9,0,3,,, Pakistan,Karachi
30-Aug-08,ODI # 2758,56007,Mashrafe Mortaza,10,1,31,0,3.1,,, Australia,Darwin
3-Sep-08,ODI # 2760,56007,Mashrafe Mortaza,9,0,30,0,3.33,,, Australia,Darwin
6-Sep-08,ODI # 2762,56007,Mashrafe Mortaza,10,0,55,0,5.5,,, Australia,Darwin
28-Feb-10,ODI # 2964,56007,Mashrafe Mortaza,6,0,37,0,6.16,,, England,Dhaka
18-Jun-10,ODI # 2995,56007,Mashrafe Mortaza,8,0,70,0,8.75,,, Sri Lanka,Dambulla
21-Jun-10,ODI # 2998,56007,Mashrafe Mortaza,5,0,47,0,9.4,,, Pakistan,Dambulla
8-Jul-10,ODI # 3018,56007,Mashrafe Mortaza,6,0,30,0,5,,, England,Nottingham
15-Jul-10,ODI # 3027,56007,Mashrafe Mortaza,6,1,20,0,3.33,,, Ireland,Belfast
20-Jul-10,ODI # 3029,56007,Mashrafe Mortaza,6,0,43,0,7.16,,, Netherlands,Glasgow
5-Oct-10,ODI # 3051,56007,Mashrafe Mortaza,1,0,7,0,7,,, New Zealand,Dhaka
1-Dec-10,ODI # 3071,56007,Mashrafe Mortaza,6,0,36,0,6,,, Zimbabwe,Dhaka
3-Dec-10,ODI # 3073,56007,Mashrafe Mortaza,3,0,17,0,5.66,,, Zimbabwe,Dhaka
29-Oct-13,ODI # 3423,56007,Mashrafe Mortaza,6,1,20,0,3.33,,, New Zealand,Dhaka
3-Nov-13,ODI # 3429,56007,Mashrafe Mortaza,8,0,73,0,9.12,,, New Zealand,Fatullah
20-Feb-14,ODI # 3470,56007,Mashrafe Mortaza,8,0,52,0,6.5,,, Sri Lanka,Dhaka
26-Feb-14,ODI # 3474,56007,Mashrafe Mortaza,9,1,44,0,4.88,,, India,Fatullah
26-Feb-15,ODI # 3615,56007,Mashrafe Mortaza,10,0,53,0,5.3,,, Sri Lanka,Melbourne
21-Jun-15,ODI # 3660,56007,Mashrafe Mortaza,7,0,35,0,5,,, India,Dhaka
26-Dec-16,ODI # 3814,56007,Mashrafe Mortaza,10,0,61,0,6.1,,, New Zealand,Christchurch
31-Dec-16,ODI # 3816,56007,Mashrafe Mortaza,7,0,36,0,5.14,,, New Zealand,Nelson
